Date,Customer Acquisition Type,Country,Product,Units,Price,Revenue,Delivery Performance,Return,Customer Satisfaction
1/2/2021,Returning,Germany,Product 4,26,400,10400,On-time,No,Good
1/2/2021,Ad,France,Product 4,28,400,11200,On-time,No,Very low
1/2/2021,Ad,Germany,Product 5,42,200,8400,On-time,No,Ok
1/2/2021,Organic,United Kingdoms,Product 1,32,300,9600,On-time,No,Good
1/2/2021,Ad,France,Product 2,19,500,9500,On-time,No,Low
1/2/2021,Returning,Poland,Product 1,5,300,1500,On-time,No,Ok
1/2/2021,Returning,United Kingdoms,Product 2,24,500,12000,Delayed,No,Very good
1/2/2021,Returning,Norway,Product 1,9,300,2700,On-time,No,Good
1/2/2021,Organic,Poland,Product 1,16,300,4800,On-time,No,Low
1/2/2021,Returning,Poland,Product 4,3,400,1200,On-time,No,Very good
1/3/2021,Organic,United Kingdoms,Product 2,42,500,21000,On-time,No,Good
1/3/2021,Ad,United Kingdoms,Product 4,4,400,1600,On-time,No,Ok
1/3/2021,Organic,Germany,Product 1,49,300,14700,On-time,No,Good
1/3/2021,Returning,Germany,Product 3,5,100,500,On-time,No,Good
1/3/2021,Organic,Germany,Product 1,45,300,13500,Delayed,No,Ok
1/3/2021,Organic,France,Product 4,23,400,9200,On-time,No,Ok
1/3/2021,Ad,Poland,Product 4,42,400,16800,Delayed,Yes,Very good
1/3/2021,Returning,Poland,Product 4,39,400,15600,On-time,No,Very low
1/4/2021,Organic,France,Product 3,45,100,4500,On-time,No,Very low
1/4/2021,Ad,Germany,Product 2,43,500,21500,On-time,No,Low
1/4/2021,Returning,Germany,Product 4,15,400,6000,On-time,Yes,Good
1/4/2021,Returning,Germany,Product 3,6,100,600,On-time,No,Very good
1/4/2021,Organic,Norway,Product 4,49,400,19600,Delayed,No,Ok
1/4/2021,Ad,Norway,Product 4,6,400,2400,Delayed,No,Good
1/4/2021,Returning,Poland,Product 4,49,400,19600,Delayed,No,Good
1/4/2021,Ad,Poland,Product 5,1,200,200,On-time,No,Good
1/4/2021,Organic,France,Product 4,9,400,3600,On-time,Yes,Good
1/4/2021,Returning,Poland,Product 1,49,300,14700,Delayed,No,Very good
1/5/2021,Ad,Spain,Product 2,34,500,17000,On-time,Yes,Very good
1/5/2021,Returning,Spain,Product 4,24,400,9600,On-time,Yes,Ok
1/5/2021,Organic,United Kingdoms,Product 5,35,200,7000,On-time,No,Ok
1/5/2021,Organic,Poland,Product 1,49,300,14700,Delayed,No,Good
1/5/2021,Organic,United Kingdoms,Product 1,23,300,6900,On-time,No,Good
1/5/2021,Organic,Germany,Product 2,41,500,20500,On-time,No,Very low
1/5/2021,Organic,Poland,Product 1,38,300,11400,On-time,No,Very good
1/5/2021,Returning,Poland,Product 4,38,400,15200,On-time,No,Very good
1/5/2021,Ad,United Kingdoms,Product 4,3,400,1200,On-time,No,Ok
1/5/2021,Returning,United Kingdoms,Product 1,33,300,9900,On-time,No,Good
1/5/2021,Organic,France,Product 1,20,300,6000,On-time,Yes,Very good
1/5/2021,Returning,Poland,Product 4,17,400,6800,On-time,No,Very good
1/5/2021,Organic,United Kingdoms,Product 2,13,500,6500,On-time,No,Good
1/5/2021,Returning,Poland,Product 5,36,200,7200,On-time,No,Very good
1/6/2021,Ad,France,Product 2,11,500,5500,On-time,No,Very good
1/6/2021,Ad,France,Product 2,1,500,500,On-time,No,Very good
1/6/2021,Ad,Norway,Product 4,10,400,4000,Delayed,No,Good
1/6/2021,Ad,United Kingdoms,Product 3,45,100,4500,On-time,No,Good
1/7/2021,Returning,Germany,Product 2,21,500,10500,Delayed,No,Ok
1/7/2021,Organic,Norway,Product 5,4,200,800,On-time,No,Very good
1/7/2021,Ad,Poland,Product 2,2,500,1000,Delayed,No,Good
1/7/2021,Ad,United Kingdoms,Product 2,49,500,24500,On-time,No,Very good
1/7/2021,Returning,Germany,Product 4,42,400,16800,Delayed,No,Ok
1/7/2021,Returning,France,Product 3,48,100,4800,On-time,No,Good
1/7/2021,Returning,Norway,Product 2,15,500,7500,On-time,No,Good
1/7/2021,Ad,United Kingdoms,Product 1,6,300,1800,On-time,No,Good
1/7/2021,Returning,Poland,Product 1,11,300,3300,On-time,No,Low
1/7/2021,Returning,Spain,Product 4,5,400,2000,Delayed,No,Very good
1/7/2021,Organic,France,Product 3,9,100,900,On-time,No,Ok
1/7/2021,Returning,Poland,Product 4,30,400,12000,On-time,No,Low
1/7/2021,Ad,Spain,Product 2,9,500,4500,Delayed,No,Good
1/7/2021,Returning,Spain,Product 1,48,300,14400,On-time,Yes,Good
1/8/2021,Ad,Spain,Product 2,9,500,4500,Delayed,No,Ok
1/8/2021,Returning,Poland,Product 3,45,100,4500,On-time,No,Good
1/8/2021,Organic,France,Product 4,17,400,6800,Delayed,No,Good
1/8/2021,Returning,Poland,Product 2,40,500,20000,On-time,No,Very good
1/8/2021,Organic,Poland,Product 4,19,400,7600,On-time,No,Low
1/8/2021,Organic,Germany,Product 2,3,500,1500,Delayed,No,Ok
1/8/2021,Ad,Germany,Product 1,18,300,5400,On-time,Yes,Very good
1/8/2021,Returning,United Kingdoms,Product 2,37,500,18500,On-time,No,Ok
1/8/2021,Organic,Poland,Product 4,4,400,1600,On-time,No,Ok
1/8/2021,Ad,Poland,Product 4,47,400,18800,On-time,No,Good
1/8/2021,Organic,United Kingdoms,Product 2,26,500,13000,On-time,No,Ok
1/8/2021,Ad,United Kingdoms,Product 4,40,400,16000,Delayed,No,Very good
1/8/2021,Organic,Poland,Product 4,5,400,2000,On-time,No,Very low
1/8/2021,Ad,Germany,Product 2,30,500,15000,On-time,No,Good
1/9/2021,Returning,Spain,Product 4,41,400,16400,On-time,No,Low
1/9/2021,Ad,Poland,Product 4,11,400,4400,On-time,Yes,Very good
1/9/2021,Returning,Norway,Product 2,16,500,8000,On-time,Yes,Very good
1/9/2021,Returning,France,Product 2,39,500,19500,On-time,No,Good
1/9/2021,Ad,France,Product 4,39,400,15600,Delayed,No,Low
1/9/2021,Returning,Poland,Product 2,40,500,20000,On-time,No,Low
1/9/2021,Organic,Norway,Product 1,44,300,13200,On-time,No,Very good
1/9/2021,Organic,Germany,Product 3,42,100,4200,On-time,No,Good
1/9/2021,Returning,Germany,Product 1,1,300,300,On-time,No,Good
1/10/2021,Organic,United Kingdoms,Product 5,44,200,8800,On-time,No,Low
1/10/2021,Organic,Poland,Product 1,29,300,8700,On-time,No,Ok
1/10/2021,Organic,Germany,Product 1,46,300,13800,On-time,No,Good
1/10/2021,Organic,Poland,Product 1,13,300,3900,Delayed,No,Very good
1/10/2021,Organic,Poland,Product 4,38,400,15200,On-time,No,Good
1/10/2021,Organic,Poland,Product 3,28,100,2800,On-time,No,Good
1/10/2021,Organic,Spain,Product 1,48,300,14400,Delayed,No,Ok
1/10/2021,Organic,Norway,Product 1,24,300,7200,On-time,No,Good
1/11/2021,Organic,Poland,Product 1,10,300,3000,Delayed,No,Ok
1/11/2021,Ad,Germany,Product 4,26,400,10400,On-time,No,Good
1/11/2021,Organic,France,Product 3,3,100,300,On-time,Yes,Low
1/11/2021,Ad,Poland,Product 3,36,100,3600,On-time,No,Good
1/11/2021,Organic,Spain,Product 1,13,300,3900,On-time,No,Good
1/11/2021,Returning,France,Product 5,5,200,1000,Delayed,No,Very good
1/11/2021,Organic,Germany,Product 1,35,300,10500,On-time,No,Good
1/11/2021,Organic,United Kingdoms,Product 4,20,400,8000,On-time,No,Good
1/11/2021,Returning,Poland,Product 4,7,400,2800,On-time,No,Good
1/11/2021,Ad,Poland,Product 2,47,500,23500,On-time,No,Very good
1/11/2021,Organic,Germany,Product 2,46,500,23000,On-time,No,Very good
1/11/2021,Organic,United Kingdoms,Product 1,24,300,7200,On-time,No,Good
1/12/2021,Returning,Poland,Product 3,13,100,1300,On-time,No,Very good
1/12/2021,Ad,France,Product 4,15,400,6000,On-time,No,Ok
1/12/2021,Organic,Poland,Product 3,30,100,3000,Delayed,No,Good
1/12/2021,Organic,Poland,Product 1,18,300,5400,On-time,No,Low
1/12/2021,Organic,Norway,Product 4,28,400,11200,On-time,No,Ok
1/12/2021,Returning,Poland,Product 2,47,500,23500,On-time,No,Very low
1/12/2021,Returning,Poland,Product 2,11,500,5500,On-time,No,Ok
1/12/2021,Ad,Poland,Product 2,43,500,21500,On-time,No,Very good
1/12/2021,Ad,Germany,Product 2,10,500,5000,On-time,No,Very good
1/12/2021,Ad,United Kingdoms,Product 4,41,400,16400,On-time,No,Good
1/12/2021,Returning,Germany,Product 4,6,400,2400,On-time,No,Very low
1/13/2021,Organic,France,Product 1,49,300,14700,On-time,No,Ok
1/13/2021,Organic,United Kingdoms,Product 2,12,500,6000,Delayed,No,Good
1/13/2021,Organic,Norway,Product 2,28,500,14000,On-time,No,Good
1/14/2021,Returning,Germany,Product 1,28,300,8400,Delayed,No,Low
1/14/2021,Returning,France,Product 3,10,100,1000,On-time,No,Very good
1/14/2021,Organic,Germany,Product 3,10,100,1000,On-time,No,Good
1/14/2021,Organic,United Kingdoms,Product 5,23,200,4600,On-time,No,Good
1/14/2021,Ad,Germany,Product 1,31,300,9300,Delayed,No,Good
1/14/2021,Ad,Poland,Product 4,8,400,3200,Delayed,No,Very good
1/14/2021,Returning,Poland,Product 4,2,400,800,On-time,No,Good
1/14/2021,Ad,Spain,Product 4,13,400,5200,On-time,Yes,Good
1/14/2021,Organic,France,Product 2,17,500,8500,On-time,No,Ok
1/15/2021,Returning,Poland,Product 2,46,500,23000,On-time,No,Very good
1/15/2021,Ad,France,Product 3,48,100,4800,On-time,No,Ok
1/15/2021,Organic,Spain,Product 3,15,100,1500,Delayed,No,Good
1/15/2021,Returning,Poland,Product 1,16,300,4800,On-time,No,Good
1/15/2021,Returning,United Kingdoms,Product 2,18,500,9000,Delayed,No,Low
1/15/2021,Organic,Poland,Product 3,43,100,4300,On-time,Yes,Low
1/15/2021,Organic,Poland,Product 2,37,500,18500,On-time,No,Ok
1/15/2021,Returning,Spain,Product 3,48,100,4800,On-time,No,Very good
1/15/2021,Returning,Poland,Product 3,21,100,2100,On-time,Yes,Good
1/15/2021,Returning,France,Product 2,44,500,22000,On-time,No,Ok
1/15/2021,Returning,Poland,Product 5,8,200,1600,On-time,No,Very good
1/15/2021,Organic,Poland,Product 1,18,300,5400,On-time,No,Good
1/15/2021,Returning,United Kingdoms,Product 4,40,400,16000,On-time,No,Low
1/15/2021,Ad,United Kingdoms,Product 5,15,200,3000,Delayed,No,Very good
1/15/2021,Organic,Poland,Product 4,41,400,16400,On-time,No,Very good
1/16/2021,Ad,Poland,Product 3,16,100,1600,On-time,No,Good
1/16/2021,Ad,Poland,Product 2,38,500,19000,On-time,No,Very good
1/16/2021,Returning,Germany,Product 4,43,400,17200,On-time,No,Ok
1/16/2021,Returning,Germany,Product 1,36,300,10800,On-time,No,Good
1/16/2021,Returning,Poland,Product 1,10,300,3000,Delayed,No,Good
1/16/2021,Returning,Poland,Product 2,44,500,22000,On-time,No,Ok
1/16/2021,Organic,Poland,Product 1,41,300,12300,On-time,No,Very good
1/16/2021,Organic,United Kingdoms,Product 1,40,300,12000,On-time,No,Ok
1/16/2021,Returning,United Kingdoms,Product 4,19,400,7600,On-time,Yes,Very good
1/17/2021,Organic,Germany,Product 2,48,500,24000,On-time,No,Good
1/17/2021,Returning,Poland,Product 2,7,500,3500,On-time,No,Good
1/17/2021,Returning,Germany,Product 2,2,500,1000,On-time,Yes,Very good
1/17/2021,Returning,France,Product 3,19,100,1900,Delayed,No,Very good
1/17/2021,Returning,Poland,Product 4,47,400,18800,On-time,No,Low
1/17/2021,Organic,United Kingdoms,Product 4,36,400,14400,On-time,No,Good
1/17/2021,Returning,United Kingdoms,Product 2,9,500,4500,On-time,No,Ok
1/17/2021,Organic,Germany,Product 2,48,500,24000,On-time,No,Ok
1/17/2021,Ad,United Kingdoms,Product 2,9,500,4500,On-time,Yes,Very good
1/17/2021,Ad,Poland,Product 5,19,200,3800,On-time,Yes,Good
1/17/2021,Ad,Poland,Product 1,4,300,1200,On-time,No,Ok
1/17/2021,Organic,Germany,Product 4,11,400,4400,On-time,No,Good
1/17/2021,Returning,Spain,Product 4,48,400,19200,On-time,No,Ok
1/18/2021,Ad,Poland,Product 1,19,300,5700,On-time,No,Good
1/18/2021,Organic,Germany,Product 2,10,500,5000,On-time,No,Very good
1/18/2021,Organic,Germany,Product 4,6,400,2400,On-time,No,Very good
1/18/2021,Organic,Poland,Product 4,44,400,17600,Delayed,No,Good
1/18/2021,Organic,United Kingdoms,Product 4,42,400,16800,Delayed,No,Low
1/18/2021,Ad,Spain,Product 1,34,300,10200,On-time,No,Good
1/18/2021,Ad,France,Product 2,5,500,2500,Delayed,No,Good
1/18/2021,Ad,Spain,Product 5,41,200,8200,On-time,Yes,Ok
1/18/2021,Returning,Poland,Product 2,25,500,12500,On-time,No,Good
1/18/2021,Organic,Poland,Product 4,47,400,18800,On-time,No,Good
1/18/2021,Organic,Poland,Product 4,28,400,11200,On-time,No,Very good
1/18/2021,Ad,Germany,Product 2,29,500,14500,On-time,No,Very good
1/18/2021,Organic,Germany,Product 2,14,500,7000,On-time,No,Good
1/18/2021,Returning,Germany,Product 2,30,500,15000,On-time,No,Good
1/19/2021,Ad,France,Product 2,36,500,18000,On-time,No,Ok
1/19/2021,Ad,Poland,Product 2,31,500,15500,On-time,No,Ok
1/19/2021,Returning,Germany,Product 4,21,400,8400,On-time,No,Ok
1/19/2021,Ad,Germany,Product 2,11,500,5500,On-time,No,Low
1/19/2021,Ad,United Kingdoms,Product 1,1,300,300,On-time,No,Good
1/19/2021,Ad,France,Product 2,6,500,3000,On-time,No,Ok
1/19/2021,Returning,Poland,Product 1,28,300,8400,On-time,No,Very good
1/19/2021,Organic,Germany,Product 3,5,100,500,On-time,No,Ok
1/20/2021,Ad,Poland,Product 2,6,500,3000,On-time,No,Good
1/20/2021,Ad,Poland,Product 2,15,500,7500,On-time,No,Good
1/20/2021,Returning,United Kingdoms,Product 5,41,200,8200,On-time,No,Good
1/20/2021,Returning,Spain,Product 3,44,100,4400,On-time,No,Good
1/20/2021,Ad,Poland,Product 2,12,500,6000,On-time,No,Very good
1/20/2021,Organic,Norway,Product 4,46,400,18400,On-time,Yes,Very good
1/20/2021,Organic,Germany,Product 2,16,500,8000,On-time,No,Good
1/20/2021,Returning,France,Product 2,33,500,16500,On-time,No,Good
1/20/2021,Returning,France,Product 4,46,400,18400,On-time,No,Good
1/20/2021,Organic,France,Product 2,48,500,24000,On-time,No,Ok
1/20/2021,Organic,Spain,Product 4,48,400,19200,On-time,No,Good
1/20/2021,Returning,Poland,Product 3,47,100,4700,On-time,No,Very good
1/20/2021,Organic,France,Product 4,25,400,10000,On-time,No,Very good
1/21/2021,Ad,Poland,Product 5,47,200,9400,On-time,No,Good
1/21/2021,Returning,United Kingdoms,Product 2,29,500,14500,On-time,No,Good
1/21/2021,Ad,Poland,Product 4,41,400,16400,On-time,No,Very good
1/21/2021,Ad,Poland,Product 4,30,400,12000,Delayed,No,Good
1/21/2021,Returning,France,Product 4,5,400,2000,On-time,No,Very good
1/21/2021,Returning,United Kingdoms,Product 3,44,100,4400,On-time,No,Ok
1/21/2021,Returning,Norway,Product 4,25,400,10000,On-time,No,Very good
1/21/2021,Organic,France,Product 4,5,400,2000,On-time,No,Ok
1/21/2021,Organic,United Kingdoms,Product 1,25,300,7500,On-time,No,Very good
1/21/2021,Ad,Poland,Product 1,46,300,13800,On-time,No,Low
1/22/2021,Organic,Poland,Product 3,9,100,900,On-time,No,Very good
1/22/2021,Organic,France,Product 4,32,400,12800,On-time,No,Good
1/22/2021,Returning,Germany,Product 2,7,500,3500,On-time,No,Ok
1/22/2021,Returning,Spain,Product 5,19,200,3800,On-time,No,Very good
1/22/2021,Organic,United Kingdoms,Product 4,29,400,11600,On-time,No,Good
1/23/2021,Returning,United Kingdoms,Product 2,40,500,20000,On-time,No,Good
1/23/2021,Returning,United Kingdoms,Product 4,43,400,17200,Delayed,No,Good
1/23/2021,Returning,Poland,Product 2,27,500,13500,On-time,No,Ok
1/23/2021,Organic,France,Product 5,12,200,2400,On-time,No,Very good
1/23/2021,Ad,United Kingdoms,Product 1,20,300,6000,On-time,No,Very low
1/23/2021,Returning,Germany,Product 1,7,300,2100,On-time,No,Good
1/23/2021,Returning,Germany,Product 1,43,300,12900,Delayed,No,Very good
1/23/2021,Ad,United Kingdoms,Product 4,22,400,8800,On-time,No,Good
1/23/2021,Organic,Spain,Product 2,10,500,5000,On-time,No,Very good
1/23/2021,Organic,United Kingdoms,Product 1,35,300,10500,On-time,No,Ok
1/23/2021,Organic,Poland,Product 4,33,400,13200,On-time,No,Good
1/24/2021,Returning,Poland,Product 1,1,300,300,On-time,No,Very low
1/24/2021,Organic,Poland,Product 4,3,400,1200,Delayed,No,Very good
1/24/2021,Returning,Germany,Product 3,19,100,1900,On-time,No,Very low
1/24/2021,Organic,Poland,Product 4,47,400,18800,On-time,No,Good
1/24/2021,Ad,France,Product 5,3,200,600,On-time,No,Ok
1/24/2021,Organic,United Kingdoms,Product 3,29,100,2900,On-time,No,Very good
1/24/2021,Organic,United Kingdoms,Product 2,1,500,500,Delayed,No,Good
1/24/2021,Ad,Poland,Product 1,16,300,4800,Delayed,No,Low
1/24/2021,Returning,Poland,Product 5,46,200,9200,On-time,No,Ok
1/25/2021,Returning,Poland,Product 2,31,500,15500,On-time,No,Ok
1/25/2021,Organic,Spain,Product 4,33,400,13200,On-time,No,Good
1/25/2021,Organic,France,Product 4,40,400,16000,Delayed,No,Good
1/25/2021,Ad,France,Product 4,33,400,13200,On-time,No,Very good
1/25/2021,Ad,France,Product 4,39,400,15600,On-time,No,Good
1/25/2021,Ad,United Kingdoms,Product 2,14,500,7000,On-time,No,Good
1/25/2021,Organic,Spain,Product 1,32,300,9600,On-time,No,Ok
1/26/2021,Returning,France,Product 1,5,300,1500,On-time,No,Very good
1/26/2021,Returning,Germany,Product 2,5,500,2500,On-time,No,Very good
1/26/2021,Returning,Poland,Product 3,27,100,2700,On-time,No,Good
1/26/2021,Ad,France,Product 2,38,500,19000,On-time,No,Good
1/26/2021,Returning,Germany,Product 3,18,100,1800,On-time,No,Very good
1/26/2021,Organic,Poland,Product 1,31,300,9300,On-time,No,Ok
1/26/2021,Returning,United Kingdoms,Product 2,37,500,18500,On-time,No,Very good
1/26/2021,Organic,United Kingdoms,Product 2,9,500,4500,Delayed,No,Ok
1/27/2021,Organic,France,Product 1,46,300,13800,On-time,Yes,Ok
1/27/2021,Ad,Poland,Product 4,20,400,8000,On-time,No,Good
1/27/2021,Returning,Spain,Product 2,2,500,1000,On-time,No,Good
1/27/2021,Returning,Germany,Product 2,19,500,9500,On-time,No,Ok
1/27/2021,Organic,Spain,Product 2,22,500,11000,On-time,No,Good
1/27/2021,Returning,United Kingdoms,Product 2,30,500,15000,On-time,No,Good
1/27/2021,Returning,France,Product 5,29,200,5800,On-time,No,Good
1/27/2021,Organic,United Kingdoms,Product 1,9,300,2700,On-time,No,Good
1/27/2021,Organic,Germany,Product 2,47,500,23500,On-time,No,Good
1/28/2021,Organic,Poland,Product 1,14,300,4200,Delayed,No,Very good
1/28/2021,Organic,Poland,Product 4,22,400,8800,On-time,No,Ok
1/28/2021,Organic,United Kingdoms,Product 1,46,300,13800,On-time,Yes,Ok
1/28/2021,Organic,France,Product 5,12,200,2400,On-time,No,Low
1/28/2021,Ad,United Kingdoms,Product 1,9,300,2700,On-time,No,Low
1/28/2021,Ad,Norway,Product 4,19,400,7600,Delayed,No,Ok
1/28/2021,Ad,Poland,Product 3,17,100,1700,On-time,No,Ok
1/28/2021,Ad,Norway,Product 3,45,100,4500,On-time,No,Very good
1/28/2021,Organic,Germany,Product 1,48,300,14400,On-time,No,Low
1/29/2021,Returning,United Kingdoms,Product 2,32,500,16000,On-time,No,Good
1/29/2021,Ad,United Kingdoms,Product 4,31,400,12400,Delayed,No,Good
1/29/2021,Returning,Spain,Product 3,39,100,3900,On-time,No,Good
1/29/2021,Ad,France,Product 3,11,100,1100,On-time,No,Good
1/29/2021,Ad,Germany,Product 4,49,400,19600,On-time,No,Very good
1/29/2021,Organic,France,Product 2,43,500,21500,On-time,Yes,Good
1/29/2021,Returning,Poland,Product 1,18,300,5400,On-time,No,Low
1/29/2021,Returning,Spain,Product 1,42,300,12600,On-time,No,Good
1/29/2021,Ad,Spain,Product 1,34,300,10200,On-time,No,Very good
1/29/2021,Organic,Poland,Product 5,31,200,6200,Delayed,No,Ok
1/29/2021,Returning,Poland,Product 4,37,400,14800,On-time,Yes,Good
1/30/2021,Organic,Poland,Product 4,31,400,12400,On-time,No,Good
1/30/2021,Ad,France,Product 4,47,400,18800,On-time,No,Very low
1/30/2021,Returning,Germany,Product 2,19,500,9500,Delayed,No,Low
1/30/2021,Organic,Germany,Product 1,6,300,1800,On-time,No,Good
1/30/2021,Ad,United Kingdoms,Product 4,9,400,3600,On-time,No,Good
1/30/2021,Ad,Germany,Product 2,17,500,8500,On-time,No,Ok
1/30/2021,Returning,Poland,Product 2,32,500,16000,On-time,No,Very good
1/30/2021,Organic,Poland,Product 5,21,200,4200,Delayed,Yes,Very good
1/30/2021,Returning,United Kingdoms,Product 5,8,200,1600,On-time,No,Good
1/31/2021,Ad,United Kingdoms,Product 2,47,500,23500,On-time,No,Very good
1/31/2021,Organic,Poland,Product 5,27,200,5400,On-time,No,Ok
1/31/2021,Organic,France,Product 3,11,100,1100,On-time,No,Very good
1/31/2021,Ad,France,Product 2,25,500,12500,On-time,No,Low
1/31/2021,Ad,Germany,Product 1,25,300,7500,On-time,No,Very good
1/31/2021,Organic,Germany,Product 4,15,400,6000,Delayed,No,Good
2/1/2021,Ad,Germany,Product 4,41,400,16400,On-time,No,Ok
2/1/2021,Returning,France,Product 2,47,500,23500,On-time,No,Good
2/1/2021,Organic,France,Product 2,13,500,6500,On-time,No,Good
2/1/2021,Organic,United Kingdoms,Product 1,38,300,11400,On-time,No,Ok
2/1/2021,Returning,United Kingdoms,Product 4,32,400,12800,Delayed,No,Good
2/1/2021,Returning,Spain,Product 3,31,100,3100,On-time,No,Good
2/1/2021,Ad,Poland,Product 4,2,400,800,On-time,No,Very good
2/1/2021,Returning,France,Product 1,28,300,8400,Delayed,No,Very good
2/1/2021,Returning,Poland,Product 4,12,400,4800,On-time,No,Good
2/1/2021,Ad,Poland,Product 5,35,200,7000,On-time,No,Very good
2/1/2021,Ad,Germany,Product 4,14,400,5600,On-time,Yes,Ok
2/1/2021,Ad,Poland,Product 2,25,500,12500,Delayed,No,Good
2/1/2021,Organic,United Kingdoms,Product 2,8,500,4000,On-time,No,Ok
2/1/2021,Ad,Germany,Product 4,21,400,8400,On-time,No,Ok
2/1/2021,Ad,Germany,Product 2,25,500,12500,Delayed,No,Very good
2/1/2021,Returning,Poland,Product 2,33,500,16500,Delayed,No,Good
2/1/2021,Organic,United Kingdoms,Product 3,40,100,4000,On-time,No,Very low
2/2/2021,Returning,Germany,Product 4,37,400,14800,On-time,No,Good
2/2/2021,Organic,France,Product 3,30,100,3000,On-time,No,Good
2/2/2021,Organic,Poland,Product 1,2,300,600,Delayed,No,Very good
2/2/2021,Returning,Germany,Product 3,30,100,3000,Delayed,Yes,Ok
2/2/2021,Ad,Poland,Product 2,29,500,14500,On-time,No,Good
2/2/2021,Ad,Spain,Product 5,47,200,9400,On-time,No,Good
2/2/2021,Organic,Poland,Product 5,34,200,6800,On-time,No,Ok
2/2/2021,Organic,Norway,Product 4,20,400,8000,On-time,No,Very good
2/2/2021,Ad,Poland,Product 3,16,100,1600,Delayed,No,Ok
2/2/2021,Organic,Poland,Product 5,4,200,800,On-time,No,Good
2/2/2021,Returning,Germany,Product 1,26,300,7800,On-time,No,Low
2/2/2021,Ad,Poland,Product 4,1,400,400,On-time,No,Ok
2/2/2021,Ad,Spain,Product 4,25,400,10000,On-time,No,Good
2/3/2021,Returning,France,Product 1,38,300,11400,On-time,Yes,Good
2/3/2021,Ad,France,Product 5,32,200,6400,On-time,No,Good
2/3/2021,Organic,Poland,Product 4,36,400,14400,On-time,No,Good
2/3/2021,Organic,France,Product 2,48,500,24000,Delayed,No,Good
2/3/2021,Organic,Germany,Product 2,42,500,21000,On-time,No,Good
2/3/2021,Ad,France,Product 2,46,500,23000,On-time,No,Good
2/3/2021,Organic,United Kingdoms,Product 4,32,400,12800,On-time,No,Low
2/3/2021,Returning,United Kingdoms,Product 2,9,500,4500,On-time,No,Ok
2/3/2021,Organic,Spain,Product 2,36,500,18000,On-time,No,Good
2/3/2021,Organic,United Kingdoms,Product 5,18,200,3600,On-time,No,Very good
2/4/2021,Organic,Poland,Product 4,44,400,17600,On-time,No,Good
2/4/2021,Ad,Poland,Product 2,25,500,12500,On-time,No,Ok
2/4/2021,Returning,Poland,Product 4,44,400,17600,On-time,Yes,Ok
2/4/2021,Organic,Spain,Product 2,49,500,24500,On-time,No,Very good
2/4/2021,Ad,Norway,Product 2,42,500,21000,Delayed,No,Ok
2/4/2021,Returning,Poland,Product 2,15,500,7500,On-time,No,Good
2/4/2021,Organic,Poland,Product 4,47,400,18800,Delayed,No,Ok
2/4/2021,Returning,United Kingdoms,Product 2,6,500,3000,On-time,Yes,Ok
2/4/2021,Returning,Poland,Product 1,37,300,11100,On-time,No,Good
2/4/2021,Ad,Spain,Product 4,27,400,10800,Delayed,No,Very good
2/4/2021,Returning,France,Product 4,10,400,4000,Delayed,Yes,Good
2/5/2021,Organic,Poland,Product 2,37,500,18500,On-time,No,Low
2/5/2021,Ad,France,Product 3,8,100,800,On-time,No,Very good
2/5/2021,Returning,Germany,Product 5,8,200,1600,On-time,No,Ok
2/5/2021,Ad,United Kingdoms,Product 1,13,300,3900,On-time,No,Good
2/5/2021,Ad,Poland,Product 2,10,500,5000,On-time,No,Very good
2/5/2021,Ad,Poland,Product 2,48,500,24000,On-time,No,Very good
2/5/2021,Ad,Spain,Product 3,20,100,2000,On-time,No,Ok
2/5/2021,Organic,Spain,Product 4,16,400,6400,On-time,No,Good
2/5/2021,Ad,France,Product 4,29,400,11600,On-time,No,Very good
2/5/2021,Ad,Germany,Product 1,22,300,6600,On-time,No,Good
2/5/2021,Organic,Poland,Product 2,2,500,1000,On-time,No,Ok
2/5/2021,Organic,Spain,Product 2,2,500,1000,On-time,No,Ok
2/5/2021,Returning,Poland,Product 4,34,400,13600,On-time,No,Very good
2/5/2021,Ad,United Kingdoms,Product 2,46,500,23000,On-time,No,Ok
2/5/2021,Organic,Poland,Product 1,13,300,3900,On-time,No,Ok
2/6/2021,Returning,Poland,Product 4,40,400,16000,Delayed,No,Low
2/6/2021,Returning,Poland,Product 2,47,500,23500,On-time,No,Good
2/6/2021,Returning,United Kingdoms,Product 3,47,100,4700,On-time,No,Good
2/6/2021,Returning,Poland,Product 2,45,500,22500,Delayed,No,Ok
2/6/2021,Ad,Poland,Product 4,45,400,18000,On-time,No,Good
2/6/2021,Organic,Poland,Product 4,12,400,4800,On-time,No,Good
2/6/2021,Ad,Poland,Product 2,10,500,5000,On-time,No,Low
2/6/2021,Returning,Germany,Product 2,40,500,20000,On-time,No,Very good
2/6/2021,Returning,Poland,Product 4,41,400,16400,On-time,No,Good
2/6/2021,Organic,Germany,Product 1,38,300,11400,On-time,No,Good
2/6/2021,Organic,Germany,Product 3,28,100,2800,On-time,No,Very good
2/7/2021,Returning,France,Product 1,3,300,900,On-time,No,Very good
2/7/2021,Ad,France,Product 4,35,400,14000,Delayed,No,Ok
2/7/2021,Organic,Poland,Product 1,23,300,6900,On-time,No,Good
2/7/2021,Ad,Norway,Product 1,18,300,5400,On-time,No,Very good
2/7/2021,Ad,Poland,Product 1,28,300,8400,On-time,No,Good
2/7/2021,Returning,Poland,Product 1,37,300,11100,On-time,Yes,Low
